,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2765,33008830,0.47,False,Zuid,52.35407,4.88158,Entire home/apt,4,2.0,2.0,8,327.0,1,365,True,11,1,3.25,True,81.75,327.0,0.03,0.21,0.15,4.99,0.1095890410958904,1363.027397260274
2766,33008921,0.74,False,Zuid,52.35587,4.88186,Entire home/apt,2,1.0,2.0,11,269.0,1,365,True,5,0,4.53,True,134.5,269.0,0.11,0.21,0.13,4.99,0.37534246575342467,1123.9315068493152
2767,33013917,1.0,False,De Baarsjes - Oud-West,52.3678,4.8507,Entire home/apt,2,1.0,2.0,6,140.0,4,1125,True,0,0,5.0,False,70.0,560.0,0.05,0.2,0.19,4.99,0.0,700.0
2768,33026828,0.7000000000000001,False,Watergraafsmeer,52.34053,4.92,Entire home/apt,6,3.0,4.0,21,542.0,3,3,True,0,0,4.65,True,90.33,1626.0,0.09,0.27,0.25,10.99,0.2684931506849315,3109.917808219178
2769,33042335,1.0,False,Noord-Oost,52.39451,4.9315,Entire home/apt,4,2.0,4.0,4,150.0,3,14,True,0,0,5.0,False,37.5,450.0,0.08,0.14,0.19,4.99,0.0,750.0
2770,33061795,1.0,False,Watergraafsmeer,52.33928,4.94218,Entire home/apt,2,1.0,1.0,2,200.0,5,5,True,19,0,4.6,False,100.0,1000.0,0.1,0.25,0.24,4.99,0.6876712328767123,1000.0
2771,33087684,0.19,False,De Pijp - Rivierenbuurt,52.34806,4.90658,Entire home/apt,2,1.0,1.0,4,150.0,3,1125,True,1,1,5.0,False,75.0,450.0,0.06,0.26,0.2,4.99,0.0027397260273972603,787.8082191780821
2772,33089191,0.38,False,Slotervaart,52.36333,4.84242,Entire home/apt,2,1.0,1.0,2,150.0,4,1125,True,1,0,5.0,False,75.0,600.0,0.08,0.24,0.19,4.99,0.0027397260273972603,750.0
2773,33129141,1.0,True,Bos en Lommer,52.37748,4.8634,Entire home/apt,2,1.0,1.0,7,200.0,1,1125,True,2,2,5.0,True,100.0,200.0,0.12,0.21,0.15,4.99,0.4767123287671233,1000.0
2774,33160030,1.0,False,Buitenveldert - Zuidas,52.33433,4.84834,Private room,4,1.0,4.0,9,180.0,2,1125,True,8,3,4.55,True,45.0,360.0,0.09,0.17,0.19,4.99,,
2775,33180772,1.0,False,De Baarsjes - Oud-West,52.36369,4.87951,Entire home/apt,4,2.0,4.0,13,195.0,2,1125,True,2,0,4.56,True,48.75,390.0,0.07,0.24,0.2,4.99,,
2776,33180808,0.35000000000000003,False,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,3,2.0,2.0,5,221.0,3,7,True,7,0,4.4,False,73.67,663.0,0.06,0.15,0.18,4.99,0.8438356164383561,1114.2054794520548
2777,33184440,0.42,False,IJburg - Zeeburgereiland,52.35431,4.99841,Entire home/apt,4,2.0,1.0,8,195.0,3,1125,True,0,0,4.86,False,48.75,585.0,0.08,0.14,0.27,4.99,0.1780821917808219,975.0
2778,33259235,1.0,True,Zuid,52.34244,4.85656,Entire home/apt,4,2.0,2.0,24,699.0,1,1125,True,12,1,4.23,True,174.75,699.0,0.11,0.1,0.21,10.99,,
2779,33280916,0.87,False,Centrum-Oost,52.36467,4.9101,Entire home/apt,5,3.0,3.0,6,195.0,2,18,True,0,0,4.75,False,39.0,390.0,0.08,0.23,0.2,4.99,,
2780,33304570,1.0,True,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,2,1.0,1.0,1,130.0,3,11,True,0,0,5.0,False,65.0,390.0,0.07,0.09,0.17,4.99,0.0,650.0
2781,33326302,0.67,False,De Baarsjes - Oud-West,52.36446,4.85972,Entire home/apt,2,1.0,1.0,7,139.0,2,30,True,0,0,5.0,False,69.5,278.0,0.06,0.17,0.18,4.99,,
2782,33357705,1.0,False,Watergraafsmeer,52.34127,4.91508,Private room,3,1.0,2.0,3,129.0,2,1125,True,5,9,4.84,True,43.0,258.0,0.08,0.12,0.18,4.99,,
2783,33359293,1.0,False,De Baarsjes - Oud-West,52.37059,4.85031,Entire home/apt,2,1.0,1.0,1,140.0,2,10,True,0,1,5.0,False,70.0,280.0,0.06,0.14,0.16,4.99,0.043835616438356165,702.4657534246576
2784,33359533,1.0,False,Westerpark,52.39056,4.88719,Private room,2,1.0,1.0,15,295.0,2,1125,True,6,0,4.83,True,147.5,590.0,0.08,0.17,0.18,4.99,,
2785,33361465,1.0,False,Westerpark,52.39056,4.88719,Private room,2,1.0,1.0,9,288.0,2,1125,True,6,0,4.86,True,144.0,576.0,0.14,0.27,0.26,4.99,0.8356164383561644,1397.6301369863013
2786,33364999,0.83,False,Centrum-Oost,52.36188,4.89629,Entire home/apt,4,2.0,2.0,16,350.0,1,125,True,6,0,5.0,True,87.5,350.0,0.08,0.2,0.19,4.99,0.7945205479452054,1750.0
2787,33412851,1.0,False,Centrum-West,52.38786,4.88604,Entire home/apt,4,2.0,2.0,1,174.0,7,180,True,0,0,3.0,True,43.5,1218.0,0.07,0.19,0.2,4.99,0.06575342465753424,16706.45205479452
2788,33412977,0.6,False,Centrum-West,52.38615,4.88665,Entire home/apt,4,2.0,2.0,10,195.0,1,1125,True,0,0,4.33,True,48.75,195.0,0.08,0.08,0.19,4.99,0.06027397260273973,16757.602739726026
2789,33416292,1.0,False,De Baarsjes - Oud-West,52.36985,4.87366,Private room,2,1.0,1.0,5,161.0,1,1125,True,4,1,4.38,True,80.5,161.0,0.09,0.2,0.18,4.99,,
2790,33416933,1.0,False,De Baarsjes - Oud-West,52.3713,4.87439,Private room,2,1.0,1.0,6,159.0,1,1125,True,6,1,4.35,False,79.5,159.0,0.09,0.22,0.15,4.99,,
2791,33424512,0.67,False,Geuzenveld - Slotermeer,52.37328,4.821,Entire home/apt,4,2.0,6.0,6,150.0,4,30,True,0,0,4.5,False,37.5,600.0,0.07,0.13,0.18,4.99,0.057534246575342465,782.4657534246576
2792,33426492,0.0,False,Centrum-Oost,52.37398,4.90804,Entire home/apt,3,2.0,2.0,5,273.0,1,1125,True,15,0,4.53,False,91.0,273.0,0.09,0.19,0.27,4.99,,
2793,33439715,1.0,True,De Baarsjes - Oud-West,52.36226,4.86405,Hotel room,4,2.0,3.0,10,216.0,1,1125,True,4,5,4.78,True,54.0,216.0,0.09,0.25,0.18,4.99,,
2794,33441780,0.88,True,Oud-Noord,52.38929,4.93728,Private room,4,1.0,2.0,5,186.0,2,100,True,2,3,4.92,True,46.5,372.0,0.07,0.07,0.2,4.99,0.010958904109589041,925.6849315068494
2795,33448591,0.71,False,Centrum-Oost,52.36011,4.88851,Private room,4,1.0,4.0,11,209.0,2,20,True,6,2,4.57,True,52.25,418.0,0.12,0.17,0.2,4.99,,
2796,33503225,0.75,False,Osdorp,52.35778,4.79699,Entire home/apt,4,2.0,2.0,6,180.0,5,1125,True,0,0,5.0,False,45.0,900.0,0.08,0.13,0.2,4.99,0.0,900.0
2797,33504455,0.5,False,De Baarsjes - Oud-West,52.36846,4.86849,Entire home/apt,2,1.0,1.0,13,250.0,3,7,True,1,1,5.0,False,125.0,750.0,0.13,0.12,0.34,4.99,0.0027397260273972603,1250.0
2798,33516464,0.8,False,De Pijp - Rivierenbuurt,52.35633,4.89571,Entire home/apt,2,1.0,1.0,9,150.0,6,1125,True,2,1,5.0,False,75.0,900.0,0.06,0.2,0.17,4.99,0.00821917808219178,752.8219178082192
2799,33539827,0.6900000000000001,False,De Baarsjes - Oud-West,52.36697,4.86541,Entire home/apt,2,1.0,1.0,11,145.0,1,1125,True,0,0,5.0,False,72.5,145.0,0.07,0.17,0.13,4.99,,
2800,33553227,0.81,True,De Pijp - Rivierenbuurt,52.34528,4.91054,Entire home/apt,2,1.0,1.0,3,141.0,2,7,True,2,2,5.0,False,70.5,282.0,0.08,0.13,0.17,4.99,0.0410958904109589,647.1232876712329
2801,33555554,0.8,False,Centrum-West,52.37477,4.88184,Private room,2,1.0,1.0,1,95.0,1,2,True,1,0,5.0,False,47.5,95.0,0.04,0.11,0.2,4.99,,
2802,33568150,0.6,False,Noord-West,52.41512,4.90072,Entire home/apt,2,1.0,1.0,7,150.0,4,1125,True,0,1,4.93,False,75.0,600.0,0.07,0.24,0.26,4.99,0.14794520547945206,750.0
2803,33571399,0.67,False,De Baarsjes - Oud-West,52.36724,4.8591,Entire home/apt,4,2.0,2.0,6,135.0,3,25,True,0,0,4.83,False,33.75,405.0,0.09,0.07,0.16,4.99,0.0,675.0
2804,33587988,0.91,True,Oud-Noord,52.39112,4.90509,Private room,2,1.0,1.0,3,120.0,2,1125,True,5,11,4.9,True,60.0,240.0,0.06,0.17,0.17,4.99,,
2805,33603407,1.0,True,Oud-Oost,52.36607,4.92669,Private room,4,1.0,2.0,10,193.0,2,1125,True,5,7,4.94,False,48.25,386.0,0.09,0.18,0.16,4.99,,
2806,33605770,0.59,False,De Pijp - Rivierenbuurt,52.35464,4.89793,Private room,2,1.0,2.0,10,231.0,1,1125,True,14,0,4.32,True,115.5,231.0,0.11,0.16,0.25,4.99,0.7205479452054795,779.082191780822
2807,33610577,0.8300000000000001,True,Centrum-West,52.36662,4.89069,Private room,2,1.0,1.0,5,111.0,2,7,True,5,9,4.98,True,55.5,222.0,0.07,0.21,0.16,4.99,,
2808,33633691,1.0,False,Westerpark,52.37667,4.87089,Entire home/apt,2,1.0,1.0,10,249.0,3,1125,True,0,0,4.91,False,124.5,747.0,0.07,0.13,0.18,4.99,0.43561643835616437,1251.849315068493
2809,33649321,1.0,False,De Baarsjes - Oud-West,52.3717,4.85317,Private room,3,1.0,2.0,5,86.0,3,1125,True,15,3,4.09,True,28.67,258.0,0.06,0.12,0.15,4.99,0.23013698630136986,546.6438356164383
2810,33650347,1.0,False,De Baarsjes - Oud-West,52.37053,4.853,Private room,1,1.0,1.0,1,70.0,2,1125,True,0,0,3.6399999999999997,True,70.0,140.0,0.05,0.1,0.14,2.99,,
2811,33660154,0.7,False,Centrum-West,52.38025,4.88227,Entire home/apt,2,1.0,1.0,17,298.0,3,14,True,1,2,4.96,False,149.0,894.0,0.06,0.23,0.2,4.99,0.0136986301369863,1492.945205479452
2812,33677630,0.5,False,IJburg - Zeeburgereiland,52.35656,4.9957,Entire home/apt,4,2.0,2.0,13,271.0,3,1125,True,0,0,5.0,False,67.75,813.0,0.11,0.29,0.23,4.99,0.052054794520547946,1350.13698630137
2813,33677866,0.21000000000000002,False,Centrum-Oost,52.36513,4.88787,Private room,2,1.0,1.0,2,150.0,2,7,True,0,0,4.96,False,75.0,300.0,0.09,0.16,0.22,4.99,,
2814,33684134,1.0,True,Oud-Oost,52.35307,4.92044,Private room,1,1.0,1.0,9,80.0,1,1125,True,0,5,4.87,True,80.0,80.0,0.06,0.15,0.16,4.99,,
2815,33713934,0.64,False,Geuzenveld - Slotermeer,52.38246,4.83005,Entire home/apt,4,2.0,3.0,6,150.0,2,21,True,0,0,4.69,False,37.5,300.0,0.05,0.2,0.19,4.99,,
2816,33730178,1.0,True,Zuid,52.3444,4.85718,Entire home/apt,2,1.0,1.0,10,443.0,1,1125,True,10,0,4.62,True,221.5,443.0,0.12,0.19,0.27,10.99,,
2817,33730236,1.0,True,Zuid,52.34254,4.85815,Entire home/apt,2,1.0,1.0,18,413.0,1,1125,True,22,0,4.54,True,206.5,413.0,0.07,0.19,0.2,10.99,,
2818,33733808,1.0,False,IJburg - Zeeburgereiland,52.3526,5.00533,Private room,2,1.0,2.0,4,74.0,1,28,True,0,0,4.42,True,37.0,74.0,0.07,0.12,0.15,2.99,,
2819,33734409,1.0,False,IJburg - Zeeburgereiland,52.35283,5.00528,Private room,2,1.0,2.0,1,74.0,1,28,True,0,0,4.25,True,37.0,74.0,0.06,0.13,0.15,2.99,,
2820,33734417,1.0,True,Bijlmer-Centrum,52.3173,4.95538,Private room,4,1.0,2.0,5,134.0,1,7,True,4,2,4.55,False,33.5,134.0,0.06,0.15,0.14,4.99,0.010958904109589041,655.6575342465753
2821,33823199,0.29000000000000004,False,Oud-Noord,52.39246,4.9276,Private room,2,1.0,2.0,1,70.0,3,10,True,1,0,4.99,False,35.0,210.0,0.05,0.12,0.15,2.99,0.17534246575342466,416.83561643835617
2822,33865629,0.65,False,Centrum-Oost,52.36292,4.88628,Private room,2,1.0,2.0,8,78.0,1,200,True,17,14,4.44,True,39.0,78.0,0.05,0.12,0.16,4.99,,
2823,33875782,1.0,False,Noord-West,52.41801,4.89529,Entire home/apt,4,2.0,1.0,5,131.0,3,30,True,0,1,4.8,True,32.75,393.0,0.05,0.16,0.16,4.99,0.00821917808219178,653.4109589041096
2824,33877752,1.0,False,Noord-Oost,52.406845,4.932963,Entire home/apt,4,2.0,4.0,13,256.0,1,1125,True,7,1,5.0,False,64.0,256.0,0.12,0.16,0.17,4.99,0.0273972602739726,1272.890410958904
2825,33889977,0.0,False,Zuid,52.351528,4.848477,Entire home/apt,3,2.0,2.0,9,300.0,6,1125,True,2,0,5.0,False,100.0,1800.0,0.1,0.21,0.14,4.99,0.07945205479452055,1523.3150684931506
2826,33904432,0.73,False,De Baarsjes - Oud-West,52.36559,4.87184,Entire home/apt,4,2.0,3.0,25,599.0,1,3,True,23,0,4.609999999999999,True,149.75,599.0,0.09,0.3,0.28,10.99,0.06301369863013699,2986.780821917808
2827,33926117,0.6,False,Slotervaart,52.359,4.82414,Entire home/apt,4,2.0,5.0,10,185.0,3,1125,True,0,0,5.0,False,46.25,555.0,0.08,0.21,0.21,4.99,0.0,925.0
2828,33932364,0.8300000000000001,False,Bos en Lommer,52.38005,4.84695,Entire home/apt,2,1.0,1.0,11,167.0,4,14,True,1,2,5.0,False,83.5,668.0,0.09,0.18,0.22,4.99,0.0027397260273972603,660.3561643835617
2829,33937030,0.32999999999999996,False,Centrum-Oost,52.37517,4.90685,Private room,4,1.0,2.0,13,408.0,1,1125,True,14,0,4.12,True,102.0,408.0,0.1,0.15,0.23,10.99,,
2830,33980766,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,3,2.0,2.0,10,203.0,1,1125,True,8,9,4.6,True,67.67,203.0,0.1,0.2,0.26,4.99,0.8712328767123287,1025.13698630137
2831,33986110,0.99,True,Centrum-Oost,52.37267,4.90286,Private room,2,1.0,1.0,4,120.0,3,1125,True,3,3,4.95,True,60.0,360.0,0.04,0.13,0.16,4.99,0.7041095890410959,618.1506849315068
2832,34008858,1.0,True,Oostelijk Havengebied - Indische Buurt,52.35962,4.9361,Private room,2,1.0,1.0,11,104.0,1,62,True,5,5,4.93,True,52.0,104.0,0.08,0.14,0.19,4.99,0.06301369863013699,268.8904109589041
2833,34011933,1.0,False,Bos en Lommer,52.38027,4.84943,Entire home/apt,4,2.0,2.0,12,328.0,1,1,True,0,4,5.0,False,82.0,328.0,0.12,0.18,0.25,4.99,,
2834,34032786,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,2,1.0,1.0,9,183.0,1,1125,True,10,1,4.79,True,91.5,183.0,0.07,0.18,0.21,4.99,0.9178082191780822,978.7671232876712
2835,34053070,1.0,False,Oostelijk Havengebied - Indische Buurt,52.370697,4.941571,Private room,2,1.0,1.0,8,90.0,3,1125,True,3,5,4.91,False,45.0,270.0,0.05,0.1,0.14,4.99,0.1232876712328767,514.2328767123288
2836,34070600,0.69,False,Oud-Noord,52.39205,4.92644,Entire home/apt,6,3.0,4.0,12,450.0,3,1125,True,0,0,4.18,True,75.0,1350.0,0.1,0.21,0.25,10.99,0.0027397260273972603,2299.3150684931506
2837,34087777,0.94,False,Zuid,52.34543,4.86498,Hotel room,4,2.0,2.0,9,190.0,1,1125,True,5,5,4.87,False,47.5,190.0,0.06,0.17,0.18,4.99,0.5041095890410959,1153.6986301369864
2838,34099666,1.0,False,Westerpark,52.39185,4.87027,Private room,1,1.0,1.0,4,55.0,2,10,True,0,0,4.47,False,55.0,110.0,0.05,0.09,0.13,2.99,,
2839,34108976,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,4,2.0,2.0,3,228.0,1,1125,True,4,4,4.54,True,57.0,228.0,0.06,0.21,0.24,4.99,,
2840,34110514,0.9500000000000001,False,Westerpark,52.39173,4.8855,Entire home/apt,12,6.0,11.0,11,330.0,2,13,True,17,1,4.8,False,27.5,660.0,0.07,0.2,0.29,4.99,,
2841,34137575,1.0,False,Westerpark,52.39266,4.8705,Entire home/apt,2,1.0,1.0,3,120.0,3,7,True,0,0,5.0,False,60.0,360.0,0.07,0.12,0.18,4.99,0.0,600.0
2842,34174819,1.0,True,Oud-Oost,52.35796,4.93609,Private room,2,1.0,1.0,5,98.0,1,60,True,4,4,4.87,True,49.0,98.0,0.05,0.12,0.15,4.99,0.07397260273972603,403.0
2843,34188854,0.65,False,De Pijp - Rivierenbuurt,52.35459,4.89559,Private room,3,1.0,4.0,7,125.0,1,4,True,0,0,4.72,False,41.67,125.0,0.07,0.15,0.16,4.99,,
2844,34242751,1.0,False,IJburg - Zeeburgereiland,52.35454,4.99238,Entire home/apt,4,2.0,2.0,10,150.0,5,25,True,0,2,5.0,False,37.5,750.0,0.08,0.13,0.23,4.99,0.4547945205479452,797.7397260273973
2845,34265095,0.53,False,De Pijp - Rivierenbuurt,52.34687,4.89874,Entire home/apt,2,1.0,1.0,4,75.0,2,1125,True,0,2,5.0,True,37.5,150.0,0.05,0.12,0.14,4.99,,
2846,34268932,0.73,False,Oostelijk Havengebied - Indische Buurt,52.36576,4.93927,Entire home/apt,4,2.0,2.0,10,220.0,4,1125,True,3,0,4.89,False,55.0,880.0,0.05,0.2,0.25,4.99,0.043835616438356165,1100.0
2847,34270096,0.48000000000000004,False,De Pijp - Rivierenbuurt,52.35169,4.89688,Entire home/apt,2,1.0,1.0,4,130.0,1,14,True,2,2,5.0,False,65.0,130.0,0.07,0.14,0.18,4.99,,
2848,34274076,0.71,False,Oud-Oost,52.35609,4.90872,Entire home/apt,4,2.0,1.0,10,199.0,4,19,True,0,0,5.0,False,49.75,796.0,0.08,0.22,0.21,4.99,0.0,1023.6438356164383
2849,34305126,1.0,False,Westerpark,52.38223,4.87225,Entire home/apt,3,2.0,1.0,11,218.0,2,30,True,12,1,4.86,False,72.67,436.0,0.05,0.21,0.28,4.99,,
2850,34349936,1.0,True,Centrum-West,52.37812,4.886629,Entire home/apt,2,1.0,1.0,2,218.0,3,60,True,2,1,4.7,True,109.0,654.0,0.09,0.12,0.22,4.99,0.27945205479452057,1090.0
2851,34349938,0.8800000000000001,True,Centrum-West,52.368629,4.881309,Entire home/apt,2,1.0,1.0,11,229.0,3,60,True,1,0,4.39,True,114.5,687.0,0.08,0.13,0.26,4.99,0.25205479452054796,1145.0
2852,34349941,1.0,True,Centrum-West,52.36886,4.88044,Entire home/apt,3,2.0,2.0,7,240.0,3,60,True,0,0,4.58,True,80.0,720.0,0.09,0.19,0.27,4.99,0.0,1200.0
2853,34349950,1.0,True,Centrum-West,52.37812,4.886629,Entire home/apt,2,1.0,1.0,2,209.0,3,60,True,2,1,4.81,True,104.5,627.0,0.05,0.2,0.22,4.99,0.29315068493150687,1045.0
2854,34382716,1.0,True,Oud-Oost,52.35869,4.91334,Entire home/apt,2,1.0,1.0,4,70.0,5,14,True,0,0,4.4399999999999995,False,35.0,350.0,0.06,0.14,0.16,2.99,0.0,390.16438356164383
2855,34384920,0.35000000000000003,False,De Pijp - Rivierenbuurt,52.34382,4.90403,Entire home/apt,4,2.0,2.0,11,275.0,2,8,True,1,0,4.89,False,68.75,550.0,0.06,0.18,0.24,4.99,,
2856,34386174,0.9,False,Centrum-West,52.36742,4.88462,Private room,2,1.0,1.0,9,186.0,1,1125,True,2,6,4.74,True,93.0,186.0,0.06,0.16,0.16,4.99,,
2857,34392876,0.3,False,IJburg - Zeeburgereiland,52.35569,4.9959,Entire home/apt,6,3.0,2.0,4,180.0,4,10,True,0,0,5.0,False,30.0,720.0,0.08,0.1,0.17,4.99,0.16712328767123288,900.0
2858,34433258,0.99,True,Oud-Noord,52.38993,4.92616,Private room,2,1.0,,4,95.0,1,1125,True,0,6,4.91,False,47.5,95.0,0.03,0.07,0.15,4.99,,
2859,34463121,0.5,False,De Baarsjes - Oud-West,52.36896,4.87603,Entire home/apt,2,1.0,1.0,7,160.0,5,1125,True,0,0,5.0,False,80.0,800.0,0.09,0.27,0.2,4.99,0.0,800.0
2860,34492672,0.86,False,De Baarsjes - Oud-West,52.36786,4.86132,Entire home/apt,2,1.0,1.0,4,150.0,2,1125,True,0,0,4.67,False,75.0,300.0,0.09,0.15,0.23,4.99,,
2861,34496448,0.48,False,De Pijp - Rivierenbuurt,52.34959,4.89188,Entire home/apt,2,1.0,1.0,6,150.0,2,7,True,0,2,4.95,False,75.0,300.0,0.08,0.18,0.19,4.99,,
2862,34505851,0.48,False,Westerpark,52.38129,4.87611,Entire home/apt,4,2.0,2.0,16,348.0,2,1125,True,0,2,4.95,False,87.0,696.0,0.18,0.21,0.2,4.99,,
2863,34539389,0.88,False,Bos en Lommer,52.37558,4.83907,Entire home/apt,2,1.0,1.0,5,105.0,3,28,True,0,0,4.92,False,52.5,315.0,0.08,0.19,0.19,4.99,0.0,525.0
2864,34558486,1.0,True,De Baarsjes - Oud-West,52.36121,4.85949,Private room,2,1.0,1.0,7,141.0,3,35,True,1,7,4.87,False,70.5,423.0,0.06,0.13,0.15,4.99,0.06027397260273973,505.47945205479454
2865,34559989,0.68,False,Zuid,52.35247,4.85537,Entire home/apt,3,2.0,2.0,4,160.0,2,1125,True,0,0,5.0,False,53.33,320.0,0.08,0.19,0.15,4.99,,
2866,34561783,0.64,False,Centrum-Oost,52.36364,4.90814,Entire home/apt,2,1.0,1.0,7,156.0,2,1125,True,0,0,5.0,True,78.0,312.0,0.08,0.22,0.21,4.99,,
2867,34579570,0.0,False,Noord-West,52.41907,4.88349,Entire home/apt,4,2.0,2.0,14,150.0,2,7,True,0,0,5.0,False,37.5,300.0,0.07,0.16,0.24,4.99,,
2868,34587245,0.41999999999999993,True,Centrum-West,52.36997,4.88255,Private room,2,1.0,1.0,7,250.0,1,31,True,1,1,4.94,True,125.0,250.0,0.15,0.13,0.19,4.99,0.6602739726027397,1316.2191780821918
2869,34611784,0.10999999999999999,False,Centrum-West,52.3769,4.88125,Entire home/apt,3,2.0,2.0,14,450.0,4,21,True,0,0,4.78,True,150.0,1800.0,0.11,0.15,0.21,10.99,0.1780821917808219,1938.2191780821918
2870,34640050,1.0,True,Centrum-Oost,52.36784,4.90726,Private room,4,1.0,3.0,16,469.0,2,180,True,3,9,4.14,True,117.25,938.0,0.08,0.23,0.23,10.99,0.7945205479452054,3700.4794520547944
2871,34646769,0.9,False,De Baarsjes - Oud-West,52.36947,4.85533,Entire home/apt,4,2.0,2.0,17,160.0,3,30,True,0,0,4.89,False,40.0,480.0,0.07,0.14,0.16,4.99,0.0,800.0
2872,34662972,0.7,False,Oud-Noord,52.39521,4.90605,Entire home/apt,4,2.0,2.0,2,149.0,2,14,True,0,0,5.0,False,37.25,298.0,0.06,0.12,0.15,4.99,,
2873,34677557,1.0,False,De Baarsjes - Oud-West,52.36393,4.87532,Entire home/apt,4,2.0,4.0,15,449.0,3,17,True,0,0,4.22,False,112.25,1347.0,0.1,0.24,0.22,10.99,0.4575342465753425,2241.753424657534
2874,34684651,0.5,False,De Pijp - Rivierenbuurt,52.35231,4.89752,Entire home/apt,4,2.0,1.0,4,150.0,2,1125,True,0,0,5.0,True,37.5,300.0,0.08,0.16,0.22,4.99,,
2875,34714475,0.41000000000000003,False,Oud-Oost,52.36112222163683,4.916616539321116,Entire home/apt,2,1.0,1.0,12,140.0,5,1125,True,0,1,5.0,False,70.0,700.0,0.06,0.13,0.19,4.99,0.0,700.0
2876,34750770,0.94,True,Centrum-West,52.37646,4.89361,Private room,4,1.0,3.0,4,271.0,4,1125,True,8,2,4.9,False,67.75,1084.0,0.15,0.15,0.3,4.99,0.10136986301369863,754.4383561643835
2877,34798355,0.6,False,Centrum-Oost,52.36004,4.89814,Entire home/apt,4,2.0,2.0,20,350.0,1,125,True,6,4,4.78,True,87.5,350.0,0.07,0.13,0.15,4.99,0.7945205479452054,1750.0
2878,34830481,0.8300000000000001,False,IJburg - Zeeburgereiland,52.37211,4.96944,Entire home/apt,4,2.0,2.0,11,149.0,3,20,True,0,0,4.92,False,37.25,447.0,0.08,0.15,0.18,4.99,0.0,745.9589041095891
2879,34850406,0.43,False,Centrum-West,52.36963,4.87689,Entire home/apt,2,1.0,1.0,7,170.0,2,30,True,0,2,5.0,False,85.0,340.0,0.08,0.19,0.13,4.99,,
2880,34862124,0.27,False,Oud-Oost,52.3586,4.92573,Entire home/apt,2,1.0,1.0,9,155.0,1,30,True,0,2,4.86,False,77.5,155.0,0.08,0.15,0.21,4.99,,
2881,34894542,0.48,False,Bos en Lommer,52.37964,4.84697,Entire home/apt,3,2.0,2.0,7,120.0,2,5,True,0,0,5.0,False,40.0,240.0,0.05,0.12,0.16,4.99,,
2882,34936516,0.79,False,Zuid,52.35373,4.85667,Entire home/apt,4,2.0,2.0,2,175.0,4,7,True,1,0,4.75,False,43.75,700.0,0.08,0.26,0.16,4.99,0.0027397260273972603,875.0
2883,34982496,0.0,False,De Baarsjes - Oud-West,52.36814,4.86409,Entire home/apt,4,2.0,2.0,14,300.0,4,1125,True,0,0,5.0,False,75.0,1200.0,0.09,0.14,0.3,4.99,0.0,1500.0
2884,34999754,0.8300000000000001,True,Centrum-West,52.37554,4.88149,Entire home/apt,4,2.0,3.0,24,750.0,3,28,True,0,0,4.92,True,187.5,2250.0,0.09,0.2,0.3,10.99,0.005479452054794521,3750.0
2885,35038816,1.0,False,Westerpark,52.39139,4.88062,Entire home/apt,2,1.0,1.0,10,350.0,2,3,True,0,1,5.0,False,175.0,700.0,0.1,0.21,0.22,4.99,,
2886,35100480,0.97,True,De Pijp - Rivierenbuurt,52.3566,4.89954,Private room,4,1.0,4.0,9,239.0,1,1125,True,3,8,4.88,True,59.75,239.0,0.07,0.23,0.2,4.99,,
2887,35104980,0.6199999999999999,False,Centrum-West,52.37264,4.89288,Entire home/apt,4,2.0,2.0,18,441.0,3,7,True,0,0,4.79,True,110.25,1323.0,0.07,0.27,0.24,10.99,0.2547945205479452,2203.4931506849316
2888,35106057,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37262,4.95041,Private room,2,1.0,1.0,2,80.0,2,28,True,0,0,4.84,True,40.0,160.0,0.06,0.11,0.16,4.99,,
2889,35118660,0.67,False,IJburg - Zeeburgereiland,52.36424,4.98257,Entire home/apt,6,3.0,4.0,14,350.0,3,1125,True,0,0,4.5,False,58.33,1050.0,0.11,0.08,0.28,4.99,0.26301369863013696,1824.1780821917807
2890,35119963,1.0,True,Centrum-West,52.36972,4.88076,Entire home/apt,4,2.0,2.0,8,293.0,7,365,True,10,2,4.72,False,73.25,2051.0,0.09,0.23,0.22,4.99,0.31232876712328766,1635.986301369863
2891,35139135,1.0,False,De Baarsjes - Oud-West,52.37479,4.86381,Entire home/apt,2,1.0,1.0,6,107.0,2,1125,True,0,0,5.0,False,53.5,214.0,0.08,0.15,0.16,4.99,,
2892,35157940,1.0,True,Noord-West,52.411499,4.916014,Private room,2,1.0,1.0,5,80.0,3,15,True,4,4,4.8,True,40.0,240.0,0.05,0.15,0.16,4.99,0.20821917808219179,342.1917808219178
2893,35162748,0.61,False,Oud-Noord,52.39037,4.9102,Entire home/apt,2,1.0,1.0,3,120.0,5,1125,True,0,1,4.0,False,60.0,600.0,0.08,0.17,0.13,4.99,0.0410958904109589,603.082191780822
